Anio,Mes,Num_Mes,Fecha,Provincia,Distrito,Categoria_enfermedad,Sexo,Nro_casos
2016,Abril,04,2016-04-01,Lima,PUCUSANA,HIPERTENSION SECUNDARIA,Femenino,1
2016,Abril,04,2016-04-01,Lima,PUCUSANA,HIPERTENSION SECUNDARIA,Masculino,0
2016,Mayo,05,2016-05-01,Lima,PUCUSANA,HIPERTENSION SECUNDARIA,Femenino,1
2016,Mayo,05,2016-05-01,Lima,PUCUSANA,HIPERTENSION SECUNDARIA,Masculino,0
2016,Junio,06,2016-06-01,Lima,PUCUSANA,HIPERTENSION SECUNDARIA,Femenino,0
2016,Junio,06,2016-06-01,Lima,PUCUSANA,HIPERTENSION SECUNDARIA,Masculino,0
2016,Julio,07,2016-07-01,Lima,PUCUSANA,HIPERTENSION SECUNDARIA,Femenino,0
2016,Julio,07,2016-07-01,Lima,PUCUSANA,HIPERTENSION SECUNDARIA,Masculino,0
2016,Agosto,08,2016-08-01,Lima,PUCUSANA,HIPERTENSION SECUNDARIA,Femenino,1
2016,Agosto,08,2016-08-01,Lima,PUCUSANA,HIPERTENSION SECUNDARIA,Masculino,0
2016,Setiembre,09,2016-09-01,Lima,PUCUSANA,HIPERTENSION SECUNDARIA,Femenino,0
2016,Setiembre,09,2016-09-01,Lima,PUCUSANA,HIPERTENSION SECUNDARIA,Masculino,0
2016,Octubre,10,2016-10-01,Lima,PUCUSANA,HIPERTENSION SECUNDARIA,Femenino,0
2016,Octubre,10,2016-10-01,Lima,PUCUSANA,HIPERTENSION SECUNDARIA,Masculino,0
2016,Noviembre,11,2016-11-01,Lima,PUCUSANA,HIPERTENSION SECUNDARIA,Femenino,0
2016,Noviembre,11,2016-11-01,Lima,PUCUSANA,HIPERTENSION SECUNDARIA,Masculino,0
2016,Diciembre,12,2016-12-01,Lima,PUCUSANA,HIPERTENSION SECUNDARIA,Femenino,0
2016,Diciembre,12,2016-12-01,Lima,PUCUSANA,HIPERTENSION SECUNDARIA,Masculino,0
2016,Enero,01,2016-01-01,Lima,PUCUSANA,OTRAS ARRITMIAS CARDIACAS,Femenino,0
2016,Enero,01,2016-01-01,Lima,PUCUSANA,OTRAS ARRITMIAS CARDIACAS,Masculino,0
2016,Febrero,02,2016-02-01,Lima,PUCUSANA,OTRAS ARRITMIAS CARDIACAS,Femenino,0
2016,Febrero,02,2016-02-01,Lima,PUCUSANA,OTRAS ARRITMIAS CARDIACAS,Masculino,0
2016,Marzo,03,2016-03-01,Lima,PUCUSANA,OTRAS ARRITMIAS CARDIACAS,Femenino,0
2016,Marzo,03,2016-03-01,Lima,PUCUSANA,OTRAS ARRITMIAS CARDIACAS,Masculino,0
2016,Abril,04,2016-04-01,Lima,PUCUSANA,OTRAS ARRITMIAS CARDIACAS,Femenino,0
2016,Abril,04,2016-04-01,Lima,PUCUSANA,OTRAS ARRITMIAS CARDIACAS,Masculino,0
2016,Mayo,05,2016-05-01,Lima,PUCUSANA,OTRAS ARRITMIAS CARDIACAS,Femenino,0
2016,Mayo,05,2016-05-01,Lima,PUCUSANA,OTRAS ARRITMIAS CARDIACAS,Masculino,0
2016,Junio,06,2016-06-01,Lima,PUCUSANA,OTRAS ARRITMIAS CARDIACAS,Femenino,0
2016,Junio,06,2016-06-01,Lima,PUCUSANA,OTRAS ARRITMIAS CARDIACAS,Masculino,0
2016,Julio,07,2016-07-01,Lima,PUCUSANA,OTRAS ARRITMIAS CARDIACAS,Femenino,0
2016,Julio,07,2016-07-01,Lima,PUCUSANA,OTRAS ARRITMIAS CARDIACAS,Masculino,0
2016,Agosto,08,2016-08-01,Lima,PUCUSANA,OTRAS ARRITMIAS CARDIACAS,Femenino,1
2016,Agosto,08,2016-08-01,Lima,PUCUSANA,OTRAS ARRITMIAS CARDIACAS,Masculino,1
2016,Setiembre,09,2016-09-01,Lima,PUCUSANA,OTRAS ARRITMIAS CARDIACAS,Femenino,0
2016,Setiembre,09,2016-09-01,Lima,PUCUSANA,OTRAS ARRITMIAS CARDIACAS,Masculino,0
2016,Octubre,10,2016-10-01,Lima,PUCUSANA,OTRAS ARRITMIAS CARDIACAS,Femenino,1
2016,Octubre,10,2016-10-01,Lima,PUCUSANA,OTRAS ARRITMIAS CARDIACAS,Masculino,0
2016,Noviembre,11,2016-11-01,Lima,PUCUSANA,OTRAS ARRITMIAS CARDIACAS,Femenino,0
2016,Noviembre,11,2016-11-01,Lima,PUCUSANA,OTRAS ARRITMIAS CARDIACAS,Masculino,0
2016,Diciembre,12,2016-12-01,Lima,PUCUSANA,OTRAS ARRITMIAS CARDIACAS,Femenino,0
2016,Diciembre,12,2016-12-01,Lima,PUCUSANA,OTRAS ARRITMIAS CARDIACAS,Masculino,0
2016,Enero,01,2016-01-01,Lima,PUCUSANA,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,1
2016,Enero,01,2016-01-01,Lima,PUCUSANA,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,0
2016,Febrero,02,2016-02-01,Lima,PUCUSANA,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,5
2016,Febrero,02,2016-02-01,Lima,PUCUSANA,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,1
2016,Marzo,03,2016-03-01,Lima,PUCUSANA,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,2
2016,Marzo,03,2016-03-01,Lima,PUCUSANA,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,1
2016,Abril,04,2016-04-01,Lima,PUCUSANA,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,2
2016,Abril,04,2016-04-01,Lima,PUCUSANA,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,0
2016,Mayo,05,2016-05-01,Lima,PUCUSANA,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,4
2016,Mayo,05,2016-05-01,Lima,PUCUSANA,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,0
2016,Junio,06,2016-06-01,Lima,PUCUSANA,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,0
2016,Junio,06,2016-06-01,Lima,PUCUSANA,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,1
2016,Julio,07,2016-07-01,Lima,PUCUSANA,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,1
2016,Julio,07,2016-07-01,Lima,PUCUSANA,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,0
2016,Agosto,08,2016-08-01,Lima,PUCUSANA,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,1
2016,Agosto,08,2016-08-01,Lima,PUCUSANA,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,0
2016,Setiembre,09,2016-09-01,Lima,PUCUSANA,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,1
2016,Setiembre,09,2016-09-01,Lima,PUCUSANA,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,0
2016,Octubre,10,2016-10-01,Lima,PUCUSANA,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,0
2016,Octubre,10,2016-10-01,Lima,PUCUSANA,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,0
2016,Noviembre,11,2016-11-01,Lima,PUCUSANA,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,0
2016,Noviembre,11,2016-11-01,Lima,PUCUSANA,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,0
2016,Diciembre,12,2016-12-01,Lima,PUCUSANA,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,0
2016,Diciembre,12,2016-12-01,Lima,PUCUSANA,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,0
2016,Enero,01,2016-01-01,Lima,PUEBLO LIBRE,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,128
2016,Enero,01,2016-01-01,Lima,PUEBLO LIBRE,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,67
2016,Febrero,02,2016-02-01,Lima,PUEBLO LIBRE,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,110
2016,Febrero,02,2016-02-01,Lima,PUEBLO LIBRE,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,52
2016,Marzo,03,2016-03-01,Lima,PUEBLO LIBRE,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,119
2016,Marzo,03,2016-03-01,Lima,PUEBLO LIBRE,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,59
2016,Abril,04,2016-04-01,Lima,PUEBLO LIBRE,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,142
2016,Abril,04,2016-04-01,Lima,PUEBLO LIBRE,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,58
2016,Mayo,05,2016-05-01,Lima,PUEBLO LIBRE,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,129
2016,Mayo,05,2016-05-01,Lima,PUEBLO LIBRE,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,62
2016,Junio,06,2016-06-01,Lima,PUEBLO LIBRE,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,131
2016,Junio,06,2016-06-01,Lima,PUEBLO LIBRE,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,48
2016,Julio,07,2016-07-01,Lima,PUEBLO LIBRE,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,96
2016,Julio,07,2016-07-01,Lima,PUEBLO LIBRE,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,55
2016,Agosto,08,2016-08-01,Lima,PUEBLO LIBRE,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,116
2016,Agosto,08,2016-08-01,Lima,PUEBLO LIBRE,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,80
2016,Setiembre,09,2016-09-01,Lima,PUEBLO LIBRE,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,120
2016,Setiembre,09,2016-09-01,Lima,PUEBLO LIBRE,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,67
2016,Octubre,10,2016-10-01,Lima,PUEBLO LIBRE,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,123
2016,Octubre,10,2016-10-01,Lima,PUEBLO LIBRE,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,50
2016,Noviembre,11,2016-11-01,Lima,PUEBLO LIBRE,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,95
2016,Noviembre,11,2016-11-01,Lima,PUEBLO LIBRE,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,47
2016,Diciembre,12,2016-12-01,Lima,PUEBLO LIBRE,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,103
2016,Diciembre,12,2016-12-01,Lima,PUEBLO LIBRE,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,56
2016,Enero,01,2016-01-01,Lima,PUEBLO LIBRE,HIPERTENSION SECUNDARIA,Femenino,0
2016,Enero,01,2016-01-01,Lima,PUEBLO LIBRE,HIPERTENSION SECUNDARIA,Masculino,0
2016,Febrero,02,2016-02-01,Lima,PUEBLO LIBRE,HIPERTENSION SECUNDARIA,Femenino,0
2016,Febrero,02,2016-02-01,Lima,PUEBLO LIBRE,HIPERTENSION SECUNDARIA,Masculino,0
2016,Marzo,03,2016-03-01,Lima,PUEBLO LIBRE,HIPERTENSION SECUNDARIA,Femenino,0
2016,Marzo,03,2016-03-01,Lima,PUEBLO LIBRE,HIPERTENSION SECUNDARIA,Masculino,0
2016,Abril,04,2016-04-01,Lima,PUEBLO LIBRE,HIPERTENSION SECUNDARIA,Femenino,0
2016,Abril,04,2016-04-01,Lima,PUEBLO LIBRE,HIPERTENSION SECUNDARIA,Masculino,0
2016,Mayo,05,2016-05-01,Lima,PUEBLO LIBRE,HIPERTENSION SECUNDARIA,Femenino,0
2016,Mayo,05,2016-05-01,Lima,PUEBLO LIBRE,HIPERTENSION SECUNDARIA,Masculino,0
2016,Junio,06,2016-06-01,Lima,PUEBLO LIBRE,HIPERTENSION SECUNDARIA,Femenino,0
2016,Junio,06,2016-06-01,Lima,PUEBLO LIBRE,HIPERTENSION SECUNDARIA,Masculino,0
2016,Julio,07,2016-07-01,Lima,PUEBLO LIBRE,HIPERTENSION SECUNDARIA,Femenino,0
2016,Julio,07,2016-07-01,Lima,PUEBLO LIBRE,HIPERTENSION SECUNDARIA,Masculino,0
2016,Agosto,08,2016-08-01,Lima,PUEBLO LIBRE,HIPERTENSION SECUNDARIA,Femenino,0
2016,Agosto,08,2016-08-01,Lima,PUEBLO LIBRE,HIPERTENSION SECUNDARIA,Masculino,0
2016,Setiembre,09,2016-09-01,Lima,PUEBLO LIBRE,HIPERTENSION SECUNDARIA,Femenino,0
2016,Setiembre,09,2016-09-01,Lima,PUEBLO LIBRE,HIPERTENSION SECUNDARIA,Masculino,0
2016,Octubre,10,2016-10-01,Lima,PUEBLO LIBRE,HIPERTENSION SECUNDARIA,Femenino,0
2016,Octubre,10,2016-10-01,Lima,PUEBLO LIBRE,HIPERTENSION SECUNDARIA,Masculino,1
2016,Noviembre,11,2016-11-01,Lima,PUEBLO LIBRE,HIPERTENSION SECUNDARIA,Femenino,0
2016,Noviembre,11,2016-11-01,Lima,PUEBLO LIBRE,HIPERTENSION SECUNDARIA,Masculino,0
2016,Diciembre,12,2016-12-01,Lima,PUEBLO LIBRE,HIPERTENSION SECUNDARIA,Femenino,0
2016,Diciembre,12,2016-12-01,Lima,PUEBLO LIBRE,HIPERTENSION SECUNDARIA,Masculino,0
2016,Enero,01,2016-01-01,Lima,PUEBLO LIBRE,OTRAS ARRITMIAS CARDIACAS,Femenino,6
2016,Enero,01,2016-01-01,Lima,PUEBLO LIBRE,OTRAS ARRITMIAS CARDIACAS,Masculino,3
2016,Febrero,02,2016-02-01,Lima,PUEBLO LIBRE,OTRAS ARRITMIAS CARDIACAS,Femenino,8
2016,Febrero,02,2016-02-01,Lima,PUEBLO LIBRE,OTRAS ARRITMIAS CARDIACAS,Masculino,2
2016,Marzo,03,2016-03-01,Lima,PUEBLO LIBRE,OTRAS ARRITMIAS CARDIACAS,Femenino,5
2016,Marzo,03,2016-03-01,Lima,PUEBLO LIBRE,OTRAS ARRITMIAS CARDIACAS,Masculino,4
2016,Abril,04,2016-04-01,Lima,PUEBLO LIBRE,OTRAS ARRITMIAS CARDIACAS,Femenino,6
2016,Abril,04,2016-04-01,Lima,PUEBLO LIBRE,OTRAS ARRITMIAS CARDIACAS,Masculino,5
2016,Mayo,05,2016-05-01,Lima,PUEBLO LIBRE,OTRAS ARRITMIAS CARDIACAS,Femenino,9
2016,Mayo,05,2016-05-01,Lima,PUEBLO LIBRE,OTRAS ARRITMIAS CARDIACAS,Masculino,6
2016,Junio,06,2016-06-01,Lima,PUEBLO LIBRE,OTRAS ARRITMIAS CARDIACAS,Femenino,9
2016,Junio,06,2016-06-01,Lima,PUEBLO LIBRE,OTRAS ARRITMIAS CARDIACAS,Masculino,4
2016,Julio,07,2016-07-01,Lima,PUEBLO LIBRE,OTRAS ARRITMIAS CARDIACAS,Femenino,9
2016,Julio,07,2016-07-01,Lima,PUEBLO LIBRE,OTRAS ARRITMIAS CARDIACAS,Masculino,3
2016,Agosto,08,2016-08-01,Lima,PUEBLO LIBRE,OTRAS ARRITMIAS CARDIACAS,Femenino,9
2016,Agosto,08,2016-08-01,Lima,PUEBLO LIBRE,OTRAS ARRITMIAS CARDIACAS,Masculino,3
2016,Setiembre,09,2016-09-01,Lima,PUEBLO LIBRE,OTRAS ARRITMIAS CARDIACAS,Femenino,2
2016,Setiembre,09,2016-09-01,Lima,PUEBLO LIBRE,OTRAS ARRITMIAS CARDIACAS,Masculino,2
2016,Octubre,10,2016-10-01,Lima,PUEBLO LIBRE,OTRAS ARRITMIAS CARDIACAS,Femenino,1
2016,Octubre,10,2016-10-01,Lima,PUEBLO LIBRE,OTRAS ARRITMIAS CARDIACAS,Masculino,3
2016,Noviembre,11,2016-11-01,Lima,PUEBLO LIBRE,OTRAS ARRITMIAS CARDIACAS,Femenino,7
2016,Noviembre,11,2016-11-01,Lima,PUEBLO LIBRE,OTRAS ARRITMIAS CARDIACAS,Masculino,1
2016,Diciembre,12,2016-12-01,Lima,PUEBLO LIBRE,OTRAS ARRITMIAS CARDIACAS,Femenino,8
2016,Diciembre,12,2016-12-01,Lima,PUEBLO LIBRE,OTRAS ARRITMIAS CARDIACAS,Masculino,3
2016,Enero,01,2016-01-01,Lima,PUEBLO LIBRE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,14
2016,Enero,01,2016-01-01,Lima,PUEBLO LIBRE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,5
2016,Febrero,02,2016-02-01,Lima,PUEBLO LIBRE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,5
2016,Febrero,02,2016-02-01,Lima,PUEBLO LIBRE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,5
2016,Marzo,03,2016-03-01,Lima,PUEBLO LIBRE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,23
2016,Marzo,03,2016-03-01,Lima,PUEBLO LIBRE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,10
2016,Abril,04,2016-04-01,Lima,PUEBLO LIBRE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,26
2016,Abril,04,2016-04-01,Lima,PUEBLO LIBRE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,12
2016,Mayo,05,2016-05-01,Lima,PUEBLO LIBRE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,20
2016,Mayo,05,2016-05-01,Lima,PUEBLO LIBRE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,11
2016,Junio,06,2016-06-01,Lima,PUEBLO LIBRE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,13
2016,Junio,06,2016-06-01,Lima,PUEBLO LIBRE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,6
2016,Julio,07,2016-07-01,Lima,PUEBLO LIBRE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,13
2016,Julio,07,2016-07-01,Lima,PUEBLO LIBRE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,10
2016,Agosto,08,2016-08-01,Lima,PUEBLO LIBRE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,24
2016,Agosto,08,2016-08-01,Lima,PUEBLO LIBRE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,10
2016,Setiembre,09,2016-09-01,Lima,PUEBLO LIBRE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,22
2016,Setiembre,09,2016-09-01,Lima,PUEBLO LIBRE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,8
2016,Octubre,10,2016-10-01,Lima,PUEBLO LIBRE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,16
2016,Octubre,10,2016-10-01,Lima,PUEBLO LIBRE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,4
2016,Noviembre,11,2016-11-01,Lima,PUEBLO LIBRE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,13
2016,Noviembre,11,2016-11-01,Lima,PUEBLO LIBRE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,8
2016,Diciembre,12,2016-12-01,Lima,PUEBLO LIBRE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,16
2016,Diciembre,12,2016-12-01,Lima,PUEBLO LIBRE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,7
2016,Enero,01,2016-01-01,Lima,PUENTE PIEDRA,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,81
2016,Enero,01,2016-01-01,Lima,PUENTE PIEDRA,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,46
2016,Febrero,02,2016-02-01,Lima,PUENTE PIEDRA,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,78
2016,Febrero,02,2016-02-01,Lima,PUENTE PIEDRA,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,39
2016,Marzo,03,2016-03-01,Lima,PUENTE PIEDRA,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,102
2016,Marzo,03,2016-03-01,Lima,PUENTE PIEDRA,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,47
2016,Abril,04,2016-04-01,Lima,PUENTE PIEDRA,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,95
2016,Abril,04,2016-04-01,Lima,PUENTE PIEDRA,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,60
2016,Mayo,05,2016-05-01,Lima,PUENTE PIEDRA,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,82
2016,Mayo,05,2016-05-01,Lima,PUENTE PIEDRA,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,53
2016,Junio,06,2016-06-01,Lima,PUENTE PIEDRA,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,81
2016,Junio,06,2016-06-01,Lima,PUENTE PIEDRA,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,60
2016,Julio,07,2016-07-01,Lima,PUENTE PIEDRA,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,92
2016,Julio,07,2016-07-01,Lima,PUENTE PIEDRA,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,55
2016,Agosto,08,2016-08-01,Lima,PUENTE PIEDRA,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,101
2016,Agosto,08,2016-08-01,Lima,PUENTE PIEDRA,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,74
2016,Setiembre,09,2016-09-01,Lima,PUENTE PIEDRA,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,84
2016,Setiembre,09,2016-09-01,Lima,PUENTE PIEDRA,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,62
2016,Octubre,10,2016-10-01,Lima,PUENTE PIEDRA,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,82
2016,Octubre,10,2016-10-01,Lima,PUENTE PIEDRA,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,40
2016,Noviembre,11,2016-11-01,Lima,PUENTE PIEDRA,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,75
2016,Noviembre,11,2016-11-01,Lima,PUENTE PIEDRA,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,43
2016,Diciembre,12,2016-12-01,Lima,PUENTE PIEDRA,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,66
2016,Diciembre,12,2016-12-01,Lima,PUENTE PIEDRA,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,38
2016,Enero,01,2016-01-01,Lima,PUENTE PIEDRA,HIPERTENSION SECUNDARIA,Femenino,3
2016,Enero,01,2016-01-01,Lima,PUENTE PIEDRA,HIPERTENSION SECUNDARIA,Masculino,2
2016,Febrero,02,2016-02-01,Lima,PUENTE PIEDRA,HIPERTENSION SECUNDARIA,Femenino,2
2016,Febrero,02,2016-02-01,Lima,PUENTE PIEDRA,HIPERTENSION SECUNDARIA,Masculino,2
2016,Marzo,03,2016-03-01,Lima,PUENTE PIEDRA,HIPERTENSION SECUNDARIA,Femenino,2
2016,Marzo,03,2016-03-01,Lima,PUENTE PIEDRA,HIPERTENSION SECUNDARIA,Masculino,1
2016,Abril,04,2016-04-01,Lima,PUENTE PIEDRA,HIPERTENSION SECUNDARIA,Femenino,5
2016,Abril,04,2016-04-01,Lima,PUENTE PIEDRA,HIPERTENSION SECUNDARIA,Masculino,1
2016,Mayo,05,2016-05-01,Lima,PUENTE PIEDRA,HIPERTENSION SECUNDARIA,Femenino,0
2016,Mayo,05,2016-05-01,Lima,PUENTE PIEDRA,HIPERTENSION SECUNDARIA,Masculino,2
2016,Junio,06,2016-06-01,Lima,PUENTE PIEDRA,HIPERTENSION SECUNDARIA,Femenino,2
2016,Junio,06,2016-06-01,Lima,PUENTE PIEDRA,HIPERTENSION SECUNDARIA,Masculino,0
2016,Julio,07,2016-07-01,Lima,PUENTE PIEDRA,HIPERTENSION SECUNDARIA,Femenino,4
2016,Julio,07,2016-07-01,Lima,PUENTE PIEDRA,HIPERTENSION SECUNDARIA,Masculino,4
2016,Agosto,08,2016-08-01,Lima,PUENTE PIEDRA,HIPERTENSION SECUNDARIA,Femenino,2
2016,Agosto,08,2016-08-01,Lima,PUENTE PIEDRA,HIPERTENSION SECUNDARIA,Masculino,1
2016,Setiembre,09,2016-09-01,Lima,PUENTE PIEDRA,HIPERTENSION SECUNDARIA,Femenino,1
2016,Setiembre,09,2016-09-01,Lima,PUENTE PIEDRA,HIPERTENSION SECUNDARIA,Masculino,2
2016,Octubre,10,2016-10-01,Lima,PUENTE PIEDRA,HIPERTENSION SECUNDARIA,Femenino,1
2016,Octubre,10,2016-10-01,Lima,PUENTE PIEDRA,HIPERTENSION SECUNDARIA,Masculino,1
2016,Noviembre,11,2016-11-01,Lima,PUENTE PIEDRA,HIPERTENSION SECUNDARIA,Femenino,0
2016,Noviembre,11,2016-11-01,Lima,PUENTE PIEDRA,HIPERTENSION SECUNDARIA,Masculino,1
2016,Diciembre,12,2016-12-01,Lima,PUENTE PIEDRA,HIPERTENSION SECUNDARIA,Femenino,3
2016,Diciembre,12,2016-12-01,Lima,PUENTE PIEDRA,HIPERTENSION SECUNDARIA,Masculino,1
2016,Enero,01,2016-01-01,Lima,PUENTE PIEDRA,OTRAS ARRITMIAS CARDIACAS,Femenino,2
2016,Enero,01,2016-01-01,Lima,PUENTE PIEDRA,OTRAS ARRITMIAS CARDIACAS,Masculino,1
2016,Febrero,02,2016-02-01,Lima,PUENTE PIEDRA,OTRAS ARRITMIAS CARDIACAS,Femenino,3
2016,Febrero,02,2016-02-01,Lima,PUENTE PIEDRA,OTRAS ARRITMIAS CARDIACAS,Masculino,3
2016,Marzo,03,2016-03-01,Lima,PUENTE PIEDRA,OTRAS ARRITMIAS CARDIACAS,Femenino,3
2016,Marzo,03,2016-03-01,Lima,PUENTE PIEDRA,OTRAS ARRITMIAS CARDIACAS,Masculino,4
2016,Abril,04,2016-04-01,Lima,PUENTE PIEDRA,OTRAS ARRITMIAS CARDIACAS,Femenino,2
2016,Abril,04,2016-04-01,Lima,PUENTE PIEDRA,OTRAS ARRITMIAS CARDIACAS,Masculino,1
2016,Mayo,05,2016-05-01,Lima,PUENTE PIEDRA,OTRAS ARRITMIAS CARDIACAS,Femenino,0
2016,Mayo,05,2016-05-01,Lima,PUENTE PIEDRA,OTRAS ARRITMIAS CARDIACAS,Masculino,1
2016,Junio,06,2016-06-01,Lima,PUENTE PIEDRA,OTRAS ARRITMIAS CARDIACAS,Femenino,10
2016,Junio,06,2016-06-01,Lima,PUENTE PIEDRA,OTRAS ARRITMIAS CARDIACAS,Masculino,6
2016,Julio,07,2016-07-01,Lima,PUENTE PIEDRA,OTRAS ARRITMIAS CARDIACAS,Femenino,7
2016,Julio,07,2016-07-01,Lima,PUENTE PIEDRA,OTRAS ARRITMIAS CARDIACAS,Masculino,4
2016,Agosto,08,2016-08-01,Lima,PUENTE PIEDRA,OTRAS ARRITMIAS CARDIACAS,Femenino,5
2016,Agosto,08,2016-08-01,Lima,PUENTE PIEDRA,OTRAS ARRITMIAS CARDIACAS,Masculino,3
2016,Setiembre,09,2016-09-01,Lima,PUENTE PIEDRA,OTRAS ARRITMIAS CARDIACAS,Femenino,10
2016,Setiembre,09,2016-09-01,Lima,PUENTE PIEDRA,OTRAS ARRITMIAS CARDIACAS,Masculino,2
